SpineBase;;;SpineMid;;;Neck;;;Head;;;ShoulderLeft;;;ElbowLeft;;;WristLeft;;;HandLeft;;;ShoulderRight;;;ElbowRight;;;WristRight;;;HandRight;;;HipLeft;;;KneeLeft;;;AnkleLeft;;;FootLeft;;;HipRight;;;KneeRight;;;AnkleRight;;;FootRight;;;SpineShoulder;;;HandTipLeft;;;ThumbLeft;;;HandTipRight;;;ThumbRight;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;
-0.1059383;0.03771943;1.748556;-0.08639228;0.3341513;1.748862;-0.06786364;0.617752;1.737586;-0.09211207;0.7424541;1.727932;-0.2393353;0.5003008;1.752361;-0.2893073;0.2822307;1.742544;-0.3028415;0.07520684;1.689729;-0.2935761;0.006508552;1.682534;0.03900251;0.5088652;1.703902;0.1180388;0.5339794;1.519672;0.09941643;0.3532753;1.560622;0.1048027;0.3362567;1.617318;-0.1686008;0.03734746;1.721267;-0.1885522;-0.3384729;1.761823;-0.1822409;-0.6501124;1.755562;-0.1931821;-0.7086341;1.663675;-0.03924244;0.03684134;1.707768;-0.0002433127;-0.2969909;1.761661;-0.01516871;-0.623251;1.78873;-0.0133124;-0.6861372;1.686167;-0.07234911;0.5487086;1.742323;-0.2823744;-0.0713564;1.669574;-0.2497616;0.01713426;1.657968;0.1008211;0.3005559;1.649355;0.06165234;0.3565172;1.612368;
-0.1058841;0.03789413;1.748681;-0.08650994;0.3341644;1.748966;-0.06829089;0.6174829;1.737811;-0.09209235;0.7423929;1.72775;-0.2393384;0.5002899;1.752313;-0.2893102;0.2822624;1.742224;-0.3028911;0.07518139;1.689693;-0.2941936;0.006458428;1.681312;0.03869659;0.5125799;1.705625;0.1224181;0.4547753;1.535346;0.1019513;0.3036778;1.633594;0.07417674;0.2822828;1.68146;-0.1685419;0.03751098;1.721227;-0.1888909;-0.3400021;1.762048;-0.1822167;-0.6498018;1.755657;-0.193957;-0.7087096;1.665863;-0.0391699;0.03705657;1.708176;-0.0003444649;-0.2969542;1.761659;-0.01515412;-0.6226194;1.788459;-0.01324211;-0.6858347;1.68623;-0.07269748;0.5485281;1.742516;-0.2883618;-0.06806501;1.669374;-0.2537943;-0.00432275;1.66029;0.06042273;0.2023805;1.697287;0.0411385;0.3036218;1.685372;
-0.1058732;0.03812361;1.748802;-0.08663894;0.334242;1.749035;-0.06856195;0.6174222;1.737881;-0.09208712;0.7423222;1.727587;-0.2394156;0.5003281;1.752172;-0.2893957;0.282521;1.741998;-0.3029481;0.07517706;1.689657;-0.2940845;0.00626476;1.68158;0.03880509;0.5132067;1.705907;0.1206647;0.5310466;1.526951;0.09559592;0.3504002;1.56492;0.1004886;0.3347604;1.621791;-0.16852;0.03776239;1.721142;-0.1890125;-0.3396109;1.761971;-0.182324;-0.649275;1.756302;-0.1953184;-0.7086437;1.670435;-0.03915923;0.03731541;1.708593;-0.0004580456;-0.2968017;1.761787;-0.0151365;-0.622676;1.788455;-0.01292906;-0.6858109;1.68615;-0.07293986;0.5485033;1.742588;-0.2834846;-0.07050685;1.663399;-0.2516048;0.005433097;1.659384;0.0948743;0.2976573;1.65459;0.05832689;0.3605588;1.612929;
-0.1057815;0.03849725;1.74985;-0.08702718;0.3342622;1.749656;-0.06930538;0.6170107;1.738266;-0.09121509;0.7419568;1.726976;-0.2394255;0.5003017;1.751793;-0.2897546;0.2830634;1.741032;-0.3033616;0.07536402;1.689277;-0.2948501;0.005871806;1.683076;0.04007407;0.5151404;1.708622;0.1217966;0.5290239;1.529456;0.09531073;0.3485908;1.566396;0.1013717;0.334527;1.628501;-0.1684389;0.03791852;1.721183;-0.1892318;-0.3400178;1.762314;-0.1822765;-0.6485134;1.757105;-0.198083;-0.7097236;1.672525;-0.03911791;0.03784063;1.711544;-0.0008135886;-0.2970532;1.762422;-0.01534885;-0.6225158;1.788939;-0.01258879;-0.685425;1.686409;-0.07362568;0.5481848;1.743037;-0.2849327;-0.07080354;1.671898;-0.2509595;0.01201303;1.659462;0.09373867;0.2976732;1.662337;0.05890044;0.3604046;1.624077;
-0.1057545;0.03844702;1.749996;-0.08709061;0.3341954;1.749766;-0.06941994;0.6169002;1.738355;-0.0911744;0.7417805;1.726886;-0.2394422;0.5002339;1.751611;-0.2898747;0.283087;1.740768;-0.3033797;0.07534873;1.68915;-0.2947887;0.006213036;1.680549;0.04070538;0.5139755;1.709578;0.1287405;0.456827;1.541816;0.1067447;0.2993303;1.657449;0.07200122;0.275969;1.698604;-0.1684346;0.03790966;1.721184;-0.1893425;-0.3400247;1.762307;-0.1826031;-0.6474096;1.757352;-0.1984111;-0.7097434;1.672633;-0.0390532;0.03772595;1.71186;-0.0009703358;-0.2970127;1.762559;-0.0152518;-0.6226802;1.788753;-0.012583;-0.6855459;1.686179;-0.07373632;0.5480795;1.743134;-0.2890445;-0.06768419;1.667817;-0.2506352;0.01072774;1.658109;0.06309213;0.1973672;1.702521;0.0428711;0.2938253;1.700679;
-0.1057211;0.03873033;1.751282;-0.08749542;0.3341238;1.750643;-0.07011729;0.6164493;1.73898;-0.09076158;0.741645;1.726532;-0.2393201;0.5001616;1.750966;-0.2902374;0.282534;1.740151;-0.3035169;0.07535744;1.689134;-0.2948395;0.006900623;1.682528;0.04191956;0.514128;1.712005;0.1303339;0.456228;1.544827;0.107482;0.2988222;1.663312;0.07073016;0.2746902;1.704302;-0.1684274;0.03813592;1.721447;-0.1898156;-0.3394629;1.762242;-0.1828507;-0.6464549;1.758971;-0.1987291;-0.7092626;1.676384;-0.03896636;0.03786445;1.714061;-0.001521226;-0.2972632;1.763234;-0.01550692;-0.6214185;1.790044;-0.01403711;-0.6848349;1.687979;-0.07437603;0.5477104;1.743821;-0.2897933;-0.06807827;1.676648;-0.2542441;-0.004005234;1.660387;0.06250053;0.2006668;1.708267;0.04206465;0.2920278;1.705182;
-0.1055017;0.0393949;1.752275;-0.08760399;0.3343201;1.751216;-0.07034811;0.6163751;1.739314;-0.09066759;0.7418001;1.726497;-0.2393335;0.5001714;1.750963;-0.2903336;0.2824342;1.740169;-0.3036889;0.07517004;1.689447;-0.2952898;0.006298371;1.685392;0.04262416;0.5202324;1.714802;0.128229;0.4567522;1.548121;0.1042441;0.3144928;1.655902;0.07340597;0.289858;1.693926;-0.1681736;0.03861303;1.722008;-0.1900322;-0.3394569;1.762585;-0.1829996;-0.645726;1.759621;-0.1987522;-0.7092231;1.676365;-0.03883053;0.03861661;1.715225;-0.002113276;-0.2992308;1.764857;-0.01554926;-0.6228237;1.790412;-0.01357502;-0.685487;1.687599;-0.07458571;0.5476884;1.744197;-0.2912557;-0.06610019;1.675827;-0.2487809;0.01730218;1.659708;0.05904756;0.2122874;1.71588;0.1388061;0.2992542;1.68225;
-0.1054978;0.03933029;1.752543;-0.08767332;0.3342494;1.751385;-0.07044113;0.6162804;1.739392;-0.09062175;0.7417321;1.726398;-0.2393051;0.5001844;1.750872;-0.290493;0.282351;1.740065;-0.3038099;0.07496198;1.689465;-0.2950129;0.006241373;1.68281;0.04285753;0.5196406;1.715474;0.1279964;0.4567;1.548334;0.09735873;0.3104995;1.649915;0.06672218;0.2830571;1.689888;-0.1681735;0.03859664;1.722042;-0.1901136;-0.3395321;1.762664;-0.1831357;-0.6463831;1.758766;-0.1989543;-0.7092847;1.676643;-0.03880748;0.03850699;1.715723;-0.00212013;-0.2988679;1.764831;-0.01549918;-0.622191;1.790627;-0.01309338;-0.6846933;1.687645;-0.0746789;0.5475965;1.744297;-0.2847227;-0.0692245;1.670635;-0.2518985;-0.002540159;1.6594;0.05755687;0.2063381;1.70756;0.1383045;0.2952063;1.681255;
-0.105756;0.03948848;1.753955;-0.08824639;0.3340972;1.752525;-0.07139411;0.6156858;1.740333;-0.09041408;0.7416599;1.726229;-0.2394316;0.5001199;1.75088;-0.2907709;0.2829719;1.740557;-0.3043079;0.07472282;1.690082;-0.2953282;0.007312082;1.685853;0.04279942;0.5185298;1.715844;0.12584;0.454982;1.548009;0.09226102;0.3067712;1.645925;0.0635666;0.2788172;1.689972;-0.1682993;0.03882717;1.722887;-0.1904561;-0.3393985;1.76291;-0.1827301;-0.6474929;1.75767;-0.2032857;-0.7091178;1.678214;-0.03913566;0.03855694;1.717309;-0.002737158;-0.299051;1.765722;-0.01504193;-0.6236339;1.789455;-0.01583596;-0.6859776;1.686326;-0.07554134;0.5471105;1.745283;-0.2838549;-0.06938913;1.670879;-0.2521186;0.01400663;1.661635;0.05452;0.2018397;1.704341;0.1398327;0.3001779;1.674739;
-0.1058493;0.03950551;1.754369;-0.08838898;0.3341269;1.75276;-0.07150974;0.6157093;1.740404;-0.09042027;0.741645;1.726214;-0.2394628;0.5001017;1.75096;-0.2908866;0.2830079;1.740664;-0.3046719;0.07499459;1.690464;-0.2957622;0.006285999;1.686488;0.04267276;0.5185521;1.716048;0.1260179;0.5221033;1.537347;0.09665576;0.3290512;1.628096;0.0725192;0.2959838;1.683447;-0.1683491;0.03885331;1.723117;-0.1904218;-0.3394221;1.763013;-0.1826627;-0.6475928;1.758003;-0.2035359;-0.70944;1.677329;-0.03925961;0.03856101;1.717824;-0.002827392;-0.2990822;1.76581;-0.01512755;-0.6236418;1.789344;-0.01497019;-0.6860631;1.686288;-0.0756697;0.5471337;1.745388;-0.2876061;-0.06792384;1.674506;-0.2541462;0.005371411;1.66382;0.05279379;0.2125137;1.708251;0.1408063;0.3059476;1.667778;
-0.1061243;0.03930022;1.754577;-0.08853781;0.3339759;1.752908;-0.07153933;0.615607;1.740469;-0.0904196;0.741524;1.726124;-0.2394737;0.5000865;1.75098;-0.2909837;0.2831004;1.740767;-0.3048531;0.07489502;1.690717;-0.2964947;0.00698852;1.685963;0.04092609;0.5140156;1.71111;0.1261859;0.4499982;1.544731;0.09025921;0.3044575;1.645186;0.05951012;0.2772033;1.688364;-0.1685473;0.03873149;1.723215;-0.190499;-0.3390926;1.762944;-0.1827662;-0.6479453;1.757177;-0.2031702;-0.7092939;1.67767;-0.0395834;0.03828428;1.718098;-0.002851737;-0.2975995;1.765246;-0.01524052;-0.623073;1.789344;-0.01495357;-0.6857013;1.686488;-0.07572722;0.5470169;1.745473;-0.2902263;-0.06479881;1.672518;-0.2520407;0.009067347;1.660613;0.05440613;0.2024073;1.703121;0.1389998;0.300343;1.678232;
-0.1063239;0.03931772;1.755089;-0.08865452;0.3340359;1.753295;-0.07155208;0.615675;1.740682;-0.09032271;0.7415203;1.72614;-0.2395047;0.5003862;1.751343;-0.2911579;0.2831425;1.741072;-0.3051214;0.07494625;1.691087;-0.2965293;0.007161527;1.687811;0.04136986;0.5138639;1.712375;0.1257459;0.4503698;1.545318;0.09004181;0.3034717;1.64412;0.05997299;0.2776765;1.690302;-0.168702;0.03879159;1.723651;-0.1907233;-0.3392266;1.763212;-0.1825142;-0.6491031;1.75663;-0.2027776;-0.7092631;1.677967;-0.03980185;0.03825967;1.718591;-0.002933683;-0.2975473;1.76537;-0.0151583;-0.6226981;1.78943;-0.01465456;-0.6855487;1.686796;-0.07576654;0.5470822;1.745728;-0.290567;-0.06780493;1.680539;-0.252183;0.007480809;1.661526;0.05416949;0.2015613;1.705298;0.1395099;0.2999047;1.6826;
-0.1065793;0.03872969;1.755475;-0.08884025;0.3338082;1.753541;-0.07164113;0.6156461;1.740788;-0.09028377;0.7414454;1.726135;-0.2395756;0.5003482;1.751203;-0.2912338;0.2833487;1.741353;-0.3052843;0.07502473;1.691266;-0.2964894;0.007242937;1.687058;0.04102214;0.5100625;1.7106;0.1274045;0.4503057;1.543236;0.08958664;0.3037351;1.641796;0.05981569;0.2765766;1.688782;-0.1689533;0.03830973;1.723971;-0.1909089;-0.3395088;1.763285;-0.1826126;-0.6490359;1.756635;-0.2024349;-0.7090893;1.677652;-0.04003689;0.03761351;1.718977;-0.002974161;-0.2976172;1.765419;-0.01528327;-0.6228552;1.789645;-0.01430739;-0.685499;1.686802;-0.07588201;0.547015;1.745866;-0.2899925;-0.06805875;1.680548;-0.2551404;0.004698758;1.66476;0.05331064;0.2009422;1.70334;0.138117;0.2979269;1.676287;
-0.1066312;0.03724319;1.756874;-0.08939276;0.3327313;1.754634;-0.0725107;0.6148958;1.741547;-0.08986689;0.7407647;1.726262;-0.2397615;0.5000715;1.751226;-0.2914938;0.2827022;1.741898;-0.305752;0.07494521;1.691921;-0.2963293;0.007918993;1.688167;0.04347065;0.5065276;1.714408;0.1298934;0.4353049;1.541767;0.09211321;0.2908072;1.642653;0.06080341;0.2639527;1.692948;-0.1688815;0.03701545;1.725029;-0.1913001;-0.3412336;1.763816;-0.1826539;-0.6508073;1.751591;-0.2019769;-0.7092395;1.675223;-0.04022867;0.03602495;1.720621;-0.003438189;-0.3003067;1.766538;-0.01533938;-0.6227632;1.78947;-0.01324707;-0.6853816;1.68662;-0.07669564;0.5461763;1.746714;-0.2875869;-0.06794162;1.677321;-0.2525081;0.009322233;1.662229;0.05509152;0.1900108;1.698865;0.07102211;0.1770753;1.675;
-0.1069879;0.03471218;1.75936;-0.09132367;0.3306794;1.757037;-0.07614382;0.6132563;1.743865;-0.08886904;0.7395652;1.726755;-0.2408591;0.4988001;1.75231;-0.2926534;0.27774;1.74366;-0.3060888;0.07405854;1.692789;-0.2967753;0.008602733;1.689918;0.04664239;0.5021032;1.71894;0.1275737;0.3352326;1.59935;0.0823779;0.2169504;1.723266;0.04950129;0.1821505;1.702015;-0.1689002;0.03474439;1.727069;-0.191925;-0.3425851;1.764482;-0.1825262;-0.6499212;1.75478;-0.2019685;-0.7091844;1.675035;-0.04093193;0.03331643;1.723535;-0.004549237;-0.3084987;1.769836;-0.01665211;-0.625425;1.790278;-0.01315953;-0.6861381;1.685611;-0.07989921;0.5444149;1.749065;-0.2889009;-0.06834094;1.680779;-0.2544606;0.00368681;1.665457;0.06573372;0.1100975;1.704642;0.02652556;0.1598478;1.652545;
